YearsExperience,EducationLevel,JobRole,Salary
3,Master,Software Engineer,56308
20,PhD,Analyst,109263
20,Bachelor,Data Scientist,103715
13,PhD,Analyst,95528
24,Bachelor,Data Scientist,108738
7,PhD,Analyst,76887
8,Master,Analyst,69015
1,Master,Analyst,40761
30,Bachelor,Data Scientist,135351
11,Bachelor,Software Engineer,76099
5,PhD,Data Scientist,85765
8,PhD,HR,72800
21,PhD,Data Scientist,125085
23,Bachelor,HR,107763
26,Master,Manager,146577
27,Master,Manager,141275
11,Master,Software Engineer,86680
22,Master,Data Scientist,118460
2,Bachelor,Data Scientist,44697
13,Bachelor,Data Scientist,83524
22,PhD,Manager,137917
21,Bachelor,Analyst,103170
7,Bachelor,Manager,61775
18,PhD,Analyst,94839
5,PhD,Data Scientist,87880
0,Bachelor,Software Engineer,50251
11,Bachelor,HR,59953
1,PhD,Software Engineer,67935
16,Bachelor,HR,81565
1,Master,Analyst,49999
4,PhD,Software Engineer,70022
21,Bachelor,Data Scientist,109826
26,Bachelor,HR,111031
9,Bachelor,Manager,79719
3,Bachelor,Manager,64376
0,Bachelor,Data Scientist,44387
21,Master,Analyst,106269
2,PhD,Analyst,59999
5,PhD,Software Engineer,84526
29,PhD,Manager,164830
22,Bachelor,Analyst,106083
7,PhD,Software Engineer,74696
3,Master,Analyst,51080
14,Bachelor,Manager,95710
3,PhD,HR,51341
9,Bachelor,Analyst,65703
8,PhD,HR,74456
8,PhD,Data Scientist,101541
17,Bachelor,Analyst,77245
13,PhD,Analyst,95414
25,PhD,Data Scientist,138934
22,PhD,Analyst,114536
20,Bachelor,Manager,105419
13,Master,Data Scientist,89695
8,PhD,Software Engineer,83965
16,PhD,Analyst,108280
0,Master,Analyst,48600
11,PhD,Data Scientist,100044
22,Bachelor,Software Engineer,111334
9,Bachelor,Software Engineer,72869
0,Master,HR,41034
18,Bachelor,Software Engineer,101567
15,PhD,Analyst,99659
28,PhD,HR,135360
26,PhD,HR,130089
27,PhD,HR,128853
2,Bachelor,Software Engineer,48724
8,PhD,Manager,101558
8,Master,HR,55942
4,Master,Software Engineer,64003
29,PhD,Software Engineer,146395
7,Master,Manager,80287
18,Bachelor,HR,91740
2,PhD,HR,57080
6,Master,Manager,77610
29,Master,Analyst,136936
15,PhD,Software Engineer,111164
21,Master,Software Engineer,117351
12,Bachelor,Software Engineer,74001
1,PhD,Manager,77565
9,PhD,Software Engineer,90242
19,Master,HR,91731
14,Bachelor,HR,69273
19,Master,HR,94815
11,Master,Manager,84159
5,PhD,Software Engineer,73131
0,PhD,Software Engineer,53573
19,PhD,HR,103198
22,Bachelor,Analyst,106976
15,Master,Manager,100456
21,PhD,Manager,136011
2,Bachelor,Data Scientist,51991
9,Master,Data Scientist,70047
17,PhD,Data Scientist,116289
10,Bachelor,Analyst,67579
18,Master,Software Engineer,108459
22,PhD,Analyst,120086
26,Bachelor,Data Scientist,126095
24,Bachelor,Manager,121769
6,PhD,Analyst,69739
5,Bachelor,Manager,65943
2,Bachelor,Manager,53070
20,Master,Software Engineer,106300
19,Bachelor,Software Engineer,103548
30,Master,Data Scientist,151201
24,Master,Software Engineer,120950
15,PhD,Manager,109420
26,PhD,Manager,147852
9,PhD,HR,73164
30,PhD,Software Engineer,149070
15,Master,Analyst,89593
30,PhD,Analyst,136144
0,Master,HR,41373
26,Master,Analyst,115283
18,Master,Software Engineer,109358
2,PhD,Data Scientist,66131
9,Master,Analyst,69274
5,Master,Manager,76812
10,PhD,Software Engineer,93938
17,PhD,Manager,118353
24,PhD,HR,120346
21,PhD,Data Scientist,125322
29,Master,HR,131710
28,PhD,Data Scientist,155355
14,Master,Manager,98484
20,PhD,Software Engineer,122011
27,Master,Data Scientist,132895
19,PhD,Data Scientist,123614
2,PhD,Software Engineer,62939
5,PhD,Software Engineer,74923
27,PhD,Analyst,130117
11,Master,Data Scientist,88126
24,Master,Manager,131338
17,PhD,Manager,124102
26,Master,Software Engineer,127686
17,PhD,Data Scientist,113838
21,Master,Software Engineer,116503
12,Master,Software Engineer,73955
5,PhD,Software Engineer,70517
26,PhD,HR,131469
6,PhD,Software Engineer,85654
25,Master,Manager,136176
4,Master,HR,43699
28,Master,Manager,138923
13,Bachelor,Analyst,79235
20,PhD,HR,107889
23,Bachelor,Manager,121477
18,Master,HR,87748
21,Bachelor,Data Scientist,115958
24,PhD,Manager,139276
9,Master,Manager,78279
28,Bachelor,HR,117818
12,Bachelor,Data Scientist,81206
20,Bachelor,Manager,120627
0,Master,HR,39924
21,Bachelor,Manager,104473
12,Master,HR,80947
6,Bachelor,Data Scientist,52458
6,Bachelor,Software Engineer,60237
26,PhD,Analyst,132568
30,Master,Data Scientist,141654
8,Master,Manager,81471
11,Bachelor,Manager,77620
5,PhD,Data Scientist,74673
25,Master,Analyst,117367
3,Bachelor,Manager,59328
22,Master,Manager,136220
28,Master,Analyst,131218
24,Bachelor,Data Scientist,116534
0,Bachelor,HR,31798
8,PhD,Analyst,76853
21,PhD,Software Engineer,121568
19,PhD,Software Engineer,111858
10,Master,HR,71063
16,PhD,Software Engineer,99567
1,PhD,Data Scientist,73335
15,Master,Analyst,87900
19,Bachelor,Analyst,99233
19,Master,Manager,119013
5,PhD,Analyst,72642
21,PhD,Analyst,116021
13,PhD,Data Scientist,104188
1,PhD,Analyst,53238
18,Master,Analyst,99480
0,PhD,Analyst,54516
20,PhD,Data Scientist,110934
11,Master,Data Scientist,91609
7,Bachelor,Data Scientist,74473
17,Master,Manager,113964
5,PhD,Software Engineer,78413
16,Master,Manager,97561
30,Master,Data Scientist,145623
14,PhD,Manager,108421
26,Master,Software Engineer,127967
28,Bachelor,Analyst,124443
3,Master,Manager,68920
11,Master,HR,77609
7,Bachelor,Analyst,55528
13,PhD,Manager,102180
8,Bachelor,Manager,79831
3,PhD,Manager,79670
0,PhD,Software Engineer,58878
10,Master,Software Engineer,84068
15,Master,Software Engineer,102498
27,PhD,Software Engineer,140211
7,Bachelor,HR,58061
21,Master,Manager,120674
12,PhD,Analyst,91290
2,Bachelor,Manager,53738
9,Master,Data Scientist,76051
6,PhD,Analyst,66438
26,Bachelor,Manager,126398
11,Bachelor,Data Scientist,80908
16,Master,Data Scientist,98262
27,Master,HR,121598
16,PhD,HR,104957
20,Master,HR,92234
12,PhD,HR,74907
16,PhD,Data Scientist,107849
21,Bachelor,Data Scientist,116642
3,Master,Analyst,52055
20,Bachelor,HR,95020
10,Bachelor,Data Scientist,74076
22,PhD,Data Scientist,131044
21,PhD,Data Scientist,129407
18,Bachelor,Data Scientist,102996
20,Bachelor,HR,90876
12,Bachelor,HR,70758
2,Bachelor,HR,31085
14,PhD,HR,96916
27,Bachelor,Data Scientist,121026
7,PhD,Software Engineer,79001
20,PhD,Manager,120035
1,Bachelor,Analyst,41766
15,PhD,Data Scientist,112989
26,Master,Data Scientist,131452
25,PhD,HR,118981
9,PhD,Software Engineer,87688
7,Master,Analyst,66766
20,Master,Manager,119665
5,Master,Manager,79283
9,Master,HR,72049
14,Master,HR,90474
1,Master,Software Engineer,50308
10,Bachelor,Software Engineer,67540
20,PhD,Manager,132283
8,PhD,HR,80710
20,PhD,Analyst,109443
20,Bachelor,Manager,106370
26,Master,Manager,143760
2,Master,HR,53048
13,Bachelor,HR,79669
20,Master,Manager,117283
17,PhD,Analyst,106351
25,PhD,Analyst,133152
17,Master,Software Engineer,110211
14,Bachelor,Software Engineer,78414
8,Bachelor,Software Engineer,56163
11,Bachelor,Data Scientist,74089
20,PhD,Analyst,121510
10,Bachelor,HR,60069
0,Bachelor,Software Engineer,41098
3,Master,Data Scientist,56241
19,PhD,Manager,127529
7,PhD,Analyst,83056
15,Bachelor,Manager,93009
13,Master,Analyst,88118
9,Bachelor,Data Scientist,76456
25,Master,Data Scientist,133115
15,PhD,Software Engineer,96545
11,Bachelor,HR,54777
16,Master,Data Scientist,93939
3,PhD,Software Engineer,72232
23,PhD,Analyst,123238
8,Master,HR,71585
5,Bachelor,Data Scientist,57817
0,PhD,Manager,71411
4,PhD,Analyst,68876
1,Bachelor,Data Scientist,54992
8,Master,HR,65758
28,Bachelor,Software Engineer,119890
13,PhD,HR,87704
1,Master,Data Scientist,56697
7,PhD,HR,69047
4,PhD,Data Scientist,82096
8,Master,Analyst,75857
29,Master,Analyst,126538
23,PhD,Manager,134952
0,Bachelor,Manager,55635
5,Bachelor,Analyst,52038
20,Bachelor,HR,85462
8,Bachelor,Software Engineer,63359
19,PhD,Manager,122557
25,Bachelor,Manager,129196
26,Master,Manager,135762
4,PhD,HR,62931
13,Master,Data Scientist,90929
18,PhD,Manager,117898
16,Bachelor,Manager,96855
1,PhD,HR,47954
26,PhD,Analyst,131489
19,Master,Data Scientist,116011
13,Master,Manager,97297
10,Bachelor,Manager,86190
5,Master,HR,59324
13,PhD,HR,97819
4,Bachelor,Software Engineer,57142
27,PhD,Software Engineer,136326
22,PhD,HR,128387
3,Bachelor,Manager,57686
8,Bachelor,Manager,74474
13,Bachelor,Data Scientist,91687
16,Master,Analyst,100796
13,PhD,Software Engineer,92361
2,PhD,Manager,76421
11,PhD,Software Engineer,99329
14,Bachelor,Data Scientist,82745
4,Bachelor,Software Engineer,53596
29,PhD,Manager,150503
16,Bachelor,Software Engineer,89671
12,Bachelor,Data Scientist,77204
23,Bachelor,Data Scientist,109231
0,Bachelor,Software Engineer,32101
2,Bachelor,Manager,57823
8,Bachelor,Analyst,59819
15,Bachelor,Software Engineer,87809
13,Bachelor,Analyst,68476
15,Master,HR,91028
13,PhD,Data Scientist,110131
2,Bachelor,Software Engineer,40603
1,PhD,Analyst,55165
22,Master,Data Scientist,118463
15,Master,Data Scientist,97693
16,Master,Software Engineer,97460
19,Bachelor,Manager,116126
3,Master,Manager,74559
0,Master,HR,40898
16,PhD,Software Engineer,103043
19,Bachelor,Software Engineer,99211
5,Master,HR,55730
16,Bachelor,HR,74544
17,Master,HR,84109
17,Bachelor,Analyst,90852
14,PhD,Analyst,102485
22,PhD,Data Scientist,134765
28,PhD,Manager,149861
14,Bachelor,HR,79834
20,PhD,HR,102746
4,Bachelor,Analyst,51476
17,Bachelor,Software Engineer,87481
11,Master,HR,69325
4,PhD,Manager,85891
22,Master,Manager,126207
7,Bachelor,HR,61832
18,Bachelor,Manager,107796
13,Master,Data Scientist,90252
17,Bachelor,Software Engineer,95895
22,Master,Software Engineer,111563
8,Master,Manager,78224
7,PhD,Data Scientist,84523
8,Master,Software Engineer,74659
9,Master,Manager,86964
26,Master,Software Engineer,130562
1,Bachelor,Data Scientist,46081
14,Bachelor,Software Engineer,80526
0,Master,Data Scientist,61269
28,Master,Software Engineer,135967
7,PhD,Analyst,87558
16,Master,Analyst,95956
7,Master,Manager,87347
28,Bachelor,Data Scientist,125226
17,Master,Manager,116340
19,Bachelor,Manager,105250
5,Bachelor,HR,42982
30,PhD,Data Scientist,150196
21,PhD,Software Engineer,123377
30,Master,Data Scientist,150172
2,PhD,Data Scientist,73456
12,Bachelor,Analyst,74711
19,Bachelor,Analyst,99947
2,Master,Data Scientist,69066
11,PhD,Analyst,92514
30,Bachelor,Software Engineer,127009
13,PhD,HR,83432
16,Bachelor,HR,78257
9,PhD,Analyst,84183
22,PhD,Software Engineer,121306
4,Master,Data Scientist,54351
14,PhD,Data Scientist,110353
6,PhD,Software Engineer,77760
23,PhD,Software Engineer,128840
13,PhD,Data Scientist,110969
2,Master,Software Engineer,56450
1,Master,Analyst,57301
21,Bachelor,Data Scientist,104972
16,PhD,Manager,113771
25,Bachelor,Manager,129864
18,PhD,HR,106667
13,Bachelor,Manager,86805
30,PhD,Software Engineer,152049
11,Master,Data Scientist,84735
23,PhD,Software Engineer,125841
20,Bachelor,HR,91468
8,PhD,HR,76522
7,PhD,Software Engineer,85112
16,Bachelor,HR,69320
11,PhD,Software Engineer,85701
19,Bachelor,Analyst,86494
18,Master,HR,95929
11,Master,Data Scientist,87674
8,Master,Software Engineer,76760
30,Bachelor,Software Engineer,127551
13,PhD,Data Scientist,106491
21,PhD,HR,106187
18,Bachelor,Analyst,90880
19,Master,Manager,124489
16,Bachelor,Data Scientist,94527
24,Master,Software Engineer,121698
18,PhD,Analyst,103676
5,Master,Software Engineer,73844
19,Master,Software Engineer,102143
26,Bachelor,HR,111076
27,Bachelor,Software Engineer,127548
21,Master,HR,97979
27,PhD,Manager,156478
17,Master,Manager,107469
27,Bachelor,HR,115129
7,Bachelor,Data Scientist,74195
8,PhD,Analyst,73731
19,Master,Manager,119620
9,Master,Data Scientist,97822
30,Master,HR,121266
10,Bachelor,HR,60927
24,PhD,Data Scientist,135082
18,PhD,Data Scientist,118883
4,PhD,Data Scientist,83167
2,PhD,Manager,82166
2,Master,HR,48131
30,PhD,Data Scientist,158409
0,PhD,Software Engineer,61845
24,Bachelor,HR,108168
23,Bachelor,Analyst,103937
4,Master,Manager,66738
3,PhD,Analyst,65803
16,Bachelor,HR,87863
18,Bachelor,HR,84693
11,Bachelor,Analyst,68257
20,Bachelor,Data Scientist,106298
11,Master,Analyst,79651
15,Bachelor,Analyst,82359
0,Bachelor,HR,23062
10,Bachelor,Software Engineer,66951
23,Master,HR,111867
8,Bachelor,Software Engineer,56061
6,PhD,HR,70547
12,PhD,Software Engineer,96309
3,Bachelor,HR,38252
0,Master,Analyst,43832
23,Master,Software Engineer,114426
12,Bachelor,Data Scientist,82870
2,Bachelor,Software Engineer,55583
30,Master,HR,127747
28,Bachelor,HR,113272
18,Master,Software Engineer,94066
18,Master,Manager,115191
30,Master,Data Scientist,142339
15,PhD,Software Engineer,107261
3,PhD,HR,59677
30,Bachelor,Manager,145470
0,PhD,Software Engineer,70218
14,Bachelor,Data Scientist,88487
1,Master,Data Scientist,53586
27,PhD,Data Scientist,147728
23,Master,Data Scientist,126622
24,PhD,Data Scientist,140515
18,PhD,HR,103278
14,Bachelor,Software Engineer,86159
3,PhD,Software Engineer,57194
16,PhD,HR,89238
12,Bachelor,Data Scientist,86392
10,Master,Software Engineer,80292
23,PhD,Data Scientist,136226
9,Bachelor,HR,59706
2,Master,Manager,69999
28,Bachelor,Data Scientist,122047
21,PhD,HR,106933
21,PhD,HR,114668
16,Bachelor,HR,80056
7,PhD,HR,68793
27,Master,Software Engineer,129392
0,Bachelor,Manager,43462
24,PhD,HR,123673
27,Master,Data Scientist,136225
9,Bachelor,Data Scientist,76328
26,PhD,HR,121528
24,PhD,Data Scientist,143163
13,Bachelor,HR,70496
23,PhD,Software Engineer,136667
14,Master,Manager,102501
22,PhD,Software Engineer,128967
6,Master,Manager,83295
20,Bachelor,Software Engineer,106719
7,Master,Analyst,72331
5,Master,Analyst,64850
18,Bachelor,Analyst,89034
21,PhD,Data Scientist,126076
26,Master,HR,117901
4,Master,Manager,70700
15,PhD,Data Scientist,109263
12,Master,Software Engineer,83654
15,Master,Manager,98846
29,Bachelor,Data Scientist,140260
6,Bachelor,Analyst,60094
21,PhD,Data Scientist,143415
13,PhD,Software Engineer,102996
19,Bachelor,Data Scientist,101098
26,PhD,Software Engineer,128378
10,Bachelor,Data Scientist,76490
20,Master,HR,100285
11,Master,Data Scientist,90878
24,PhD,HR,126638
24,PhD,Manager,131293
4,Bachelor,Data Scientist,54689
29,PhD,Data Scientist,157170
5,Master,Manager,74670
1,Bachelor,Data Scientist,47336
8,Bachelor,Analyst,50296
7,Bachelor,Software Engineer,62289
10,Bachelor,Analyst,73523
24,PhD,Analyst,127165
0,PhD,Manager,70583
8,Master,HR,61901
21,Master,Analyst,105403
25,Bachelor,Software Engineer,113901
2,Bachelor,HR,40800
13,PhD,Software Engineer,93176
25,PhD,HR,124942
10,PhD,Analyst,79261
7,Master,Analyst,61603
1,Master,Data Scientist,59790
15,Master,Software Engineer,95114
22,Master,HR,99565
4,PhD,Data Scientist,77839
28,Master,Data Scientist,145170
0,Bachelor,Manager,49896
1,Bachelor,Analyst,44789
16,Master,Manager,100823
6,Bachelor,Analyst,49828
27,Master,Software Engineer,145180
29,PhD,Manager,155593
24,PhD,Software Engineer,128856
4,Bachelor,Software Engineer,48819
2,Master,HR,43205
3,Bachelor,Manager,61083
10,PhD,Software Engineer,85529
7,Bachelor,Manager,68760
13,PhD,HR,91367
26,Bachelor,Analyst,116612
2,Master,Data Scientist,57281
22,PhD,Analyst,120525
15,Bachelor,Software Engineer,81793
10,Master,Software Engineer,82242
26,Master,Software Engineer,125358
10,Bachelor,Software Engineer,71894
9,Bachelor,Manager,78578
26,Bachelor,Manager,130750
5,Master,HR,55407
1,Master,Data Scientist,55292
17,Bachelor,HR,81007
28,Master,HR,118796
2,PhD,Software Engineer,66336
1,Master,Data Scientist,58713
21,Bachelor,Data Scientist,101911
13,PhD,Data Scientist,104971
14,PhD,Analyst,99283
25,PhD,Software Engineer,132896
16,Bachelor,Software Engineer,82464
4,Bachelor,Data Scientist,52960
21,Bachelor,Manager,108119
14,Master,Software Engineer,99798
15,PhD,Manager,117636
19,Master,Manager,114700
12,Bachelor,Software Engineer,73853
27,PhD,Manager,151292
6,PhD,Data Scientist,72115
21,Master,HR,106146
19,PhD,Analyst,114907
30,PhD,Manager,163087
16,PhD,Manager,116961
4,Master,Data Scientist,74488
3,Master,HR,58801
11,Master,Data Scientist,77373
18,Bachelor,Data Scientist,102624
24,Master,Software Engineer,115187
30,PhD,HR,148556
24,PhD,Manager,139964
4,Bachelor,Software Engineer,47907
0,Bachelor,Data Scientist,46648
25,Bachelor,Manager,131434
27,Master,Manager,149278
20,Master,Software Engineer,111856
24,Bachelor,Analyst,110398
24,PhD,Software Engineer,134587
14,Master,Data Scientist,97071
3,PhD,Software Engineer,68148
22,Master,Analyst,117340
17,Bachelor,Manager,97146
5,PhD,Analyst,70652
7,Master,Manager,79738
16,Bachelor,Analyst,84616
21,Bachelor,Data Scientist,108119
21,Bachelor,HR,95086
11,Bachelor,Manager,80132
20,PhD,HR,114316
14,PhD,Manager,106786
21,Master,Manager,117669
22,Bachelor,Software Engineer,109379
9,PhD,Analyst,86306
11,Bachelor,HR,56018
21,Bachelor,Software Engineer,104176
7,PhD,Analyst,75569
7,PhD,HR,66127
10,Master,Manager,81282
5,Bachelor,Analyst,50974
15,Master,Manager,107910
30,Master,Data Scientist,140750
9,Master,HR,69715
8,Master,Software Engineer,79052
28,PhD,Software Engineer,140915
25,Master,HR,112858
24,PhD,Analyst,130555
5,PhD,Software Engineer,78947
0,PhD,Manager,67762
4,Master,HR,49731
7,Bachelor,Manager,74815
28,Bachelor,HR,111507
25,Master,Manager,131056
16,Master,Manager,105039
17,Bachelor,HR,77832
28,PhD,Data Scientist,150499
11,PhD,Software Engineer,95860
27,PhD,Data Scientist,145609
17,Bachelor,Manager,100787
8,Bachelor,Analyst,55365
30,Bachelor,Data Scientist,136292
28,Bachelor,Analyst,122835
6,Bachelor,Analyst,43783
9,PhD,HR,70912
17,PhD,Analyst,98787
25,PhD,Software Engineer,131624
1,PhD,Data Scientist,66158
30,Bachelor,Analyst,136106
13,Master,Manager,98434
8,Master,Software Engineer,75798
6,Master,Manager,73201
3,PhD,Data Scientist,77436
4,Master,Software Engineer,61745
2,PhD,HR,58627
1,Bachelor,Data Scientist,48530
21,PhD,Software Engineer,129670
29,PhD,Data Scientist,144617
7,Bachelor,Data Scientist,61607
14,Master,Data Scientist,92683
20,Bachelor,Software Engineer,96218
25,PhD,Software Engineer,144126
23,PhD,HR,114915
29,Master,Manager,146896
4,PhD,Data Scientist,80740
17,PhD,Analyst,102424
24,Bachelor,HR,101654
20,PhD,Software Engineer,115083
0,PhD,Data Scientist,59880
23,Master,Data Scientist,124621
29,PhD,HR,137556
25,Bachelor,HR,100532
16,PhD,Analyst,103091
14,Bachelor,Analyst,83638
6,PhD,Data Scientist,85956
19,PhD,Software Engineer,112182
3,Bachelor,Data Scientist,60289
30,Master,Analyst,141520
2,PhD,Data Scientist,67286
19,Bachelor,Manager,106982
1,Master,Software Engineer,52430
8,Bachelor,HR,58168
2,Master,HR,42404
25,Bachelor,Analyst,116709
17,PhD,Software Engineer,113980
15,PhD,Software Engineer,114036
14,Master,Analyst,90206
13,Bachelor,Analyst,85397
19,Bachelor,Software Engineer,94659
15,PhD,Software Engineer,101319
10,Master,Data Scientist,85732
15,Master,Data Scientist,94261
24,Master,HR,111561
7,Master,Analyst,68274
13,Bachelor,Data Scientist,90550
9,Bachelor,Software Engineer,71038
8,Bachelor,HR,54449
13,PhD,Software Engineer,105010
22,PhD,Software Engineer,120082
18,PhD,Manager,129294
8,Master,Data Scientist,73959
21,Bachelor,HR,89814
2,Bachelor,Manager,51223
3,Master,Analyst,56461
10,PhD,Analyst,78250
4,PhD,Analyst,61687
15,PhD,Data Scientist,113382
6,Master,Data Scientist,71137
20,Bachelor,Data Scientist,97754
24,PhD,Analyst,127256
6,Bachelor,Data Scientist,57904
5,Master,Manager,74998
16,Master,Data Scientist,102862
29,Bachelor,Data Scientist,127616
15,PhD,Data Scientist,100744
19,PhD,HR,107835
6,PhD,Software Engineer,73581
25,Master,Analyst,117172
5,Bachelor,Software Engineer,54725
23,Bachelor,Analyst,101418
21,Master,HR,105914
17,PhD,Software Engineer,111918
30,Bachelor,Analyst,125008
22,Bachelor,Software Engineer,114952
21,Master,Manager,129617
17,Master,Data Scientist,99315
30,PhD,HR,139822
19,PhD,Data Scientist,118356
17,Master,Software Engineer,105410
23,Bachelor,Manager,114070
26,PhD,Data Scientist,157754
27,Bachelor,HR,104310
17,PhD,Data Scientist,112060
20,PhD,Software Engineer,123197
23,Master,Analyst,112286
11,Bachelor,Analyst,63653
17,Bachelor,HR,81208
29,PhD,Analyst,151272
29,PhD,Software Engineer,154362
13,PhD,HR,93582
17,PhD,HR,104252
14,Bachelor,Analyst,75946
0,Master,Data Scientist,61271
14,PhD,Data Scientist,102418
18,PhD,Analyst,108853
26,Master,Software Engineer,124678
21,PhD,Manager,131488
12,PhD,Manager,107420
9,Bachelor,Analyst,59129
30,PhD,Software Engineer,159042
